index,Unnamed: 0,segment_id,start_time_seconds,end_time_seconds,label,duration_x,clip_id,conjunto,filename,duration_y
39111,106306,AxSqsHVKgpc_0,0.724,4.874,/m/012f08,4.15,0x72a2d69f75b9dd6c,entrenamiento,0x72a2d69f75b9dd6c,4.8535
39399,107337,3LcX3xWAgSk_12000,0.0,9.564,/m/012f08,9.564,-0x6bc567791004d643,entrenamiento,-0x6bc567791004d643,11.5335
39113,106311,VMUfLEh2cqY_0,0.119,6.155,/m/012f08,6.0360000000000005,-0x69efb952595b7291,entrenamiento,-0x69efb952595b7291,6.0535
39188,106556,9rgyTjfea8w_20000,6.518,9.28,/m/012f08,2.762,-0x75685de7dae09e6d,entrenamiento,-0x75685de7dae09e6d,2.7735
39221,106689,3IzDSH4R9n4_10000,2.875,10.0,/m/012f08,7.125,-0x2dc94ec1f8e439b7,entrenamiento,-0x2dc94ec1f8e439b7,9.9735
39102,106288,eGZ7-RiAY10_3000,0.0,9.38,/m/012f08,9.38,-0xea4f18775499e28,entrenamiento,-0xea4f18775499e28,12.3535
38914,105662,b-04KOwpaZo_30000,1.165,10.0,/m/012f08,8.835,-0x5046d400342a412e,entrenamiento,-0x5046d400342a412e,9.9735
39062,106171,lF3Tw8qKTdA_30000,0.0,10.0,/m/012f08,10.0,0x2378aa88c86fc832,entrenamiento,0x2378aa88c86fc832,10.008
39448,107526,Qu65JUCU5bk_550000,0.9,3.832,/m/012f08,2.932,0x690b32fce992c792,entrenamiento,0x690b32fce992c792,2.942375
39201,106611,rhUfN81puDI_0,0.283,10.0,/m/012f08,9.717,0x12d82fd2b43d9e51,entrenamiento,0x12d82fd2b43d9e51,9.9735
39213,106644,8wr2_Or-1oQ_0,0.053,5.728,/m/012f08,5.675,-0x683087e4277cffe6,entrenamiento,-0x683087e4277cffe6,5.6735
39108,106302,8kZgu--doD8_0,1.514,4.983,/m/012f08,3.4689999999999994,-0x664dbbb71acff9fe,entrenamiento,-0x664dbbb71acff9fe,4.9535
39352,107147,TXTL3pi4HFg_160000,0.0,10.0,/m/012f08,10.0,-0x3dea170cd17d10e1,entrenamiento,-0x3dea170cd17d10e1,10.0165
39140,106406,DkVqV6U3ST8_60000,0.0,10.0,/m/012f08,10.0,-0x4c958b5430680669,entrenamiento,-0x4c958b5430680669,10.0075
39071,106198,2on0IRTBCKk_0,0.0,10.0,/m/012f08,10.0,-0x48c4b055e95339af,entrenamiento,-0x48c4b055e95339af,9.9935
38918,105683,EXr-HeaKURY_15000,0.0,8.993,/m/012f08,8.993,0x1a684b9c3ca49aad,entrenamiento,0x1a684b9c3ca49aad,9.0094375
39034,106077,TxNbTUcp-8o_70000,1.63,10.0,/m/012f08,8.370000000000001,0x7ab8403512860cdb,entrenamiento,0x7ab8403512860cdb,9.9735
39022,106033,qMeIAvulNQQ_80000,1.329,7.201,/m/012f08,5.872,0x58da3c7ed6332f4c,entrenamiento,0x58da3c7ed6332f4c,7.1735
39182,106545,d9Uh3nx8-rw_0,1.837,6.678,/m/012f08,4.841,0x1dfa8433833a7dc6,entrenamiento,0x1dfa8433833a7dc6,4.850375
38909,105639,Fl-rauDg4sU_22000,0.0,3.046,/m/012f08,3.046,-0x658420b19f703f05,entrenamiento,-0x658420b19f703f05,5.0135
45855,125431,enL18sXbrXM_12000,0.0,9.107,/m/012n7d,9.107,0x15fbf7e1b3c151,entrenamiento,0x15fbf7e1b3c151,11.06375
45869,125483,m1Xn9aqW1z8_580000,0.03,10.0,/m/012n7d,9.97,0x3e677f3ac40881a1,entrenamiento,0x3e677f3ac40881a1,9.9735
45834,125382,JDFj_s8YLc0_0,0.205,6.701,/m/012n7d,6.496,0x618c0c28d4924401,entrenamiento,0x618c0c28d4924401,6.6735
45861,125449,e1HvXlitvzA_40000,6.913,10.0,/m/012n7d,3.087,0x1fe2fdaceb1874b2,entrenamiento,0x1fe2fdaceb1874b2,3.1028125
45845,125413,BOyyLzPvdCE_0,0.09,10.0,/m/012n7d,9.91,-0x23f965d3f44cd990,entrenamiento,-0x23f965d3f44cd990,9.9735
45839,125395,zf-EM00QYkI_360000,1.945,8.423,/m/012n7d,6.478,-0x6e20eb2bd4a9a4ef,entrenamiento,-0x6e20eb2bd4a9a4ef,8.3935
45833,125380,rAblULZsqEg_1000,0.0,9.008,/m/012n7d,9.008,-0x71fb1a7a99ab5570,entrenamiento,-0x71fb1a7a99ab5570,8.993
45843,125409,fKnhL9H-jFA_80000,2.873,10.0,/m/012n7d,7.127,0x406a3a9f2cf272bc,entrenamiento,0x406a3a9f2cf272bc,9.9735
45853,125426,G_7-IR3pl8E_0,0.0,10.0,/m/012n7d,10.0,-0x3b2a8a7c00a8db11,entrenamiento,-0x3b2a8a7c00a8db11,9.9935
45846,125417,MhyOX0xtaGQ_3000,0.0,9.91,/m/012n7d,9.91,-0x44ffaa4fcafcbbf2,entrenamiento,-0x44ffaa4fcafcbbf2,12.8935
45865,125468,Fc9uqHOuyBQ_1000,0.0,9.89,/m/012n7d,9.89,0x1277c9766b99f2dc,entrenamiento,0x1277c9766b99f2dc,10.8735
45842,125406,9weq6Y1T6Ks_30000,0.819,10.0,/m/012n7d,9.181,-0x601190b779e7493f,entrenamiento,-0x601190b779e7493f,9.9735
45826,125361,9X4HqX_nIpA_4000,0.0,9.491,/m/012n7d,9.491,0x564a90399a5cc9f7,entrenamiento,0x564a90399a5cc9f7,9.514
45866,125471,7lAs7IWYbsY_11000,0.0,9.457,/m/012n7d,9.457,-0x3f0560177a009aee,entrenamiento,-0x3f0560177a009aee,10.4135625
45840,125398,04xrg4ZEU-A_10000,0.135,0.753,/m/012n7d,0.618,-0x2ec79c9c104caa9,entrenamiento,-0x2ec79c9c104caa9,0.7335
45828,125367,1KD0P2R1EN4_10000,2.689,7.644,/m/012n7d,4.955,-0x6f84d60a6bd8aa70,entrenamiento,-0x6f84d60a6bd8aa70,7.6135
45838,125388,ldPcujHM1RQ_30000,2.889,3.539,/m/012n7d,0.6500000000000004,-0x4cd1dccf8ca55ac4,entrenamiento,-0x4cd1dccf8ca55ac4,3.5135
45854,125429,Fi30Q7gb-bY_30000,0.0,10.0,/m/012n7d,10.0,-0x407102ad87bd047b,entrenamiento,-0x407102ad87bd047b,10.008
45832,125378,DOL73bzUD3Q_0,0.0,10.0,/m/012n7d,10.0,0x6366615dbb989066,entrenamiento,0x6366615dbb989066,9.9935
45850,125421,UbkUtLiMNSI_100000,4.725,5.055,/m/012n7d,0.33,-0x139c394026018bdb,entrenamiento,-0x139c394026018bdb,0.3453125
26825,75660,MzlNccZXWjw_30000,0.494,0.757,/m/015p6,0.263,0x32d9a412289191bb,entrenamiento,0x32d9a412289191bb,0.7335
26803,75620,w7HN-khjn2A_310000,0.081,0.722,/m/015p6,0.641,0x2993326141f5fee,entrenamiento,0x2993326141f5fee,0.6935
26539,74941,1I2Bjn0vjAg_10000,2.449,10.0,/m/015p6,7.551,0x70056a807b14b626,entrenamiento,0x70056a807b14b626,9.9735
26757,75517,7vVUuo4k2X8_20000,0.449,1.551,/m/015p6,1.102,-0x2cd445e8e98437f1,entrenamiento,-0x2cd445e8e98437f1,1.5335
26590,75082,GaQoTlS2AaQ_30000,0.604,2.747,/m/015p6,2.143,-0x3749e76732ca6b29,entrenamiento,-0x3749e76732ca6b29,2.7135
26560,74995,52iV0GGAMUI_30000,2.442,2.702,/m/015p6,0.2599999999999998,-0x399f11db7960a041,entrenamiento,-0x399f11db7960a041,2.6735
26782,75575,65phiY5Wbqw_90000,1.411,1.567,/m/015p6,0.1559999999999999,0x112c8a75d0077eeb,entrenamiento,0x112c8a75d0077eeb,1.5335
26802,75619,CHye6aQQhKE_120000,0.737,1.102,/m/015p6,0.3650000000000001,0x2e75094c18c8787,entrenamiento,0x2e75094c18c8787,1.0735
26655,75272,-tjd9jQ584k_20000,2.649,2.852,/m/015p6,0.2029999999999998,-0x581562af06f21deb,entrenamiento,-0x581562af06f21deb,2.8335
26748,75500,uiXWlZR9Uyk_30000,1.259,1.599,/m/015p6,0.3400000000000001,0x521e03b46c0b9e51,entrenamiento,0x521e03b46c0b9e51,1.5735
26746,75498,fquuIZCiwIE_30000,8.292,10.0,/m/015p6,1.7080000000000002,-0x7a20af3710643b26,entrenamiento,-0x7a20af3710643b26,1.716
26687,75337,qAnq9qcmoWA_5000,9.396,9.864,/m/015p6,0.4679999999999999,0x649c26126c758060,entrenamiento,0x649c26126c758060,0.42275
26817,75649,AsVlKoxwDg4_30000,0.074,1.915,/m/015p6,1.841,-0x5a02683956d4d4f8,entrenamiento,-0x5a02683956d4d4f8,1.8935
26604,75127,UvZq4ApsVNo_30000,0.567,0.899,/m/015p6,0.3320000000000001,0x4a75105555dd26bb,entrenamiento,0x4a75105555dd26bb,0.8735
26592,75090,f1B5978r1Ug_22000,8.13,8.3,/m/015p6,0.1699999999999999,0x273e2e729d4e425e,entrenamiento,0x273e2e729d4e425e,0.1735
26690,75348,xt86KEHFf3Q_140000,1.33,1.488,/m/015p6,0.1579999999999999,-0x493ebc6ba058f59e,entrenamiento,-0x493ebc6ba058f59e,1.4535
26694,75366,VnP3pUN5ExY_0,1.054,1.896,/m/015p6,0.8419999999999999,-0x64c23b725e90ebd3,entrenamiento,-0x64c23b725e90ebd3,0.8535
26578,75054,zJB4bZzSyUo_110000,0.143,9.985,/m/015p6,9.842,0x1c5227648129925c,entrenamiento,0x1c5227648129925c,9.9535
26749,75505,_OvgtBwfbVI_12000,8.368,9.76,/m/015p6,1.3919999999999997,-0x734b4feca89baef8,entrenamiento,-0x734b4feca89baef8,1.3935
26527,74903,pWKtecz1A1k_230000,0.713,0.999,/m/015p6,0.286,-0x5845267862892d33,entrenamiento,-0x5845267862892d33,0.9735
