Unnamed: 0,segment_id,start_time_seconds,end_time_seconds,label,duration,clip_id,filename,index,mid,display_name
218252,rf6M6o2B5ww_30000,4.441,4.847,/m/0gvgw0,0.4060000000000006,-0x5b05581f64346123,-0x5b05581f64346123.wav,311,/m/0gvgw0,Air brake
755905,o_zRlMKGu9E_30000,6.399,6.845,/m/0gvgw0,0.4459999999999997,0x3d718cca8191685,0x3d718cca8191685.wav,311,/m/0gvgw0,Air brake
209056,XlQzPNt0M2k_270000,5.362,5.646,/m/0gvgw0,0.2839999999999998,-0x2604eb0775687284,-0x2604eb0775687284.wav,311,/m/0gvgw0,Air brake
343390,8uXj91aotUg_30000,7.667,8.076,/m/0gvgw0,0.4090000000000007,0x31a37490be6c9627,0x31a37490be6c9627.wav,311,/m/0gvgw0,Air brake
596956,7Q6OHYQ4hZ4_30000,4.36,4.904,/m/0gvgw0,0.5439999999999996,0x7c43e768b1d12769,0x7c43e768b1d12769.wav,311,/m/0gvgw0,Air brake
875917,8hTSLoJWcNs_18000,5.193,5.673,/m/0gvgw0,0.4800000000000004,-0x553c0fa6ac843252,-0x553c0fa6ac843252.wav,311,/m/0gvgw0,Air brake
189757,VCHEAfDfuVI_30000,2.425,2.717,/m/0gvgw0,0.2920000000000002,-0xb9e3a1634e74617,-0xb9e3a1634e74617.wav,311,/m/0gvgw0,Air brake
455726,12fYNHlTyWc_30000,6.879,7.749,/m/0gvgw0,0.8700000000000001,-0x4cdf03433ec3cc25,-0x4cdf03433ec3cc25.wav,311,/m/0gvgw0,Air brake
566051,Omh8R6a88Es_30000,3.958,4.133,/m/0gvgw0,0.1749999999999998,-0x56164ad9cecd53f2,-0x56164ad9cecd53f2.wav,311,/m/0gvgw0,Air brake
115126,6SOi-GYpwYk_0,3.537,4.23,/m/0gvgw0,0.6930000000000005,-0x2653253b254bfd79,-0x2653253b254bfd79.wav,311,/m/0gvgw0,Air brake
518720,ZZl4IPEPWX8_110000,7.576,7.918,/m/0gvgw0,0.3420000000000005,-0x3c992dd215d83f9f,-0x3c992dd215d83f9f.wav,311,/m/0gvgw0,Air brake
38918,jf94ihQOhYs_250000,1.866,2.205,/m/0gvgw0,0.3389999999999999,-0x61e55cb3b063762c,-0x61e55cb3b063762c.wav,311,/m/0gvgw0,Air brake
570622,6ssydXrw5Mw_30000,3.45,3.953,/m/0gvgw0,0.5029999999999997,-0x1fafae7a29b29385,-0x1fafae7a29b29385.wav,311,/m/0gvgw0,Air brake
33228,Ru0GDcId1i8_30000,7.138,7.447,/m/0gvgw0,0.3090000000000001,0x1c4cb65177567563,0x1c4cb65177567563.wav,311,/m/0gvgw0,Air brake
275958,pMZePax11kE_540000,3.639,4.281,/m/0gvgw0,0.6419999999999999,-0x5a0038fdaa2776de,-0x5a0038fdaa2776de.wav,311,/m/0gvgw0,Air brake
175928,NPZCkDcm7CQ_70000,0.699,1.01,/m/0gvgw0,0.311,0x23acee30aec078f,0x23acee30aec078f.wav,311,/m/0gvgw0,Air brake
305983,5rt9ltC1ZFA_30000,8.969,9.165,/m/0gvgw0,0.1959999999999997,0x7611b6a0a2a3ce57,0x7611b6a0a2a3ce57.wav,311,/m/0gvgw0,Air brake
427220,MSN_VvELJ5c_40000,1.887,2.093,/m/0gvgw0,0.2059999999999999,-0x2eec579ad0f23a1b,-0x2eec579ad0f23a1b.wav,311,/m/0gvgw0,Air brake
554787,10R2yQUbKzc_30000,9.165,9.447,/m/0gvgw0,0.282,0x4180c9ea17ea1d7c,0x4180c9ea17ea1d7c.wav,311,/m/0gvgw0,Air brake
389824,FXS2oZG9szE_30000,3.084,3.377,/m/0gvgw0,0.2929999999999997,-0x63ad4c689e76852e,-0x63ad4c689e76852e.wav,311,/m/0gvgw0,Air brake
753580,mKD4cOJCPwg_30000,7.576,7.784,/m/0gvgw0,0.2080000000000001,-0x23e79cf971ebbf5e,-0x23e79cf971ebbf5e.wav,311,/m/0gvgw0,Air brake
554781,10R2yQUbKzc_30000,2.87,3.096,/m/0gvgw0,0.2259999999999999,-0x7815d3ae821d8fbd,-0x7815d3ae821d8fbd.wav,311,/m/0gvgw0,Air brake
694138,6XHoJkMHZno_30000,3.187,3.418,/m/0gvgw0,0.2310000000000003,-0x535a957e95cac0b7,-0x535a957e95cac0b7.wav,311,/m/0gvgw0,Air brake
736994,7db64HOzh-Y_30000,2.344,2.612,/m/0gvgw0,0.2680000000000002,-0x4e001fe5291a509c,-0x4e001fe5291a509c.wav,311,/m/0gvgw0,Air brake
301126,GyQexa_kIoc_370000,8.268,8.701,/m/0gvgw0,0.4329999999999998,0x3c9d835833c73714,0x3c9d835833c73714.wav,311,/m/0gvgw0,Air brake
672374,0KdKx63QmMk_120000,6.072,6.659,/m/0gvgw0,0.5869999999999997,-0x20bb03f6d33027c4,-0x20bb03f6d33027c4.wav,311,/m/0gvgw0,Air brake
258655,8Ud2JheWP4M_30000,3.075,3.707,/m/0gvgw0,0.6319999999999997,0x4fa10869b3f6f29e,0x4fa10869b3f6f29e.wav,311,/m/0gvgw0,Air brake
349902,Cvmr23pr1iI_0,1.882,2.654,/m/0gvgw0,0.772,0x730447b4aecd09d8,0x730447b4aecd09d8.wav,311,/m/0gvgw0,Air brake
406601,zWD8zHSlXvI_30000,7.306,7.604,/m/0gvgw0,0.298,0x49747083e0f03384,0x49747083e0f03384.wav,311,/m/0gvgw0,Air brake
405786,3BFAycqkDww_60000,2.458,2.877,/m/0gvgw0,0.4189999999999996,-0x7484f3150df0497e,-0x7484f3150df0497e.wav,311,/m/0gvgw0,Air brake
44173,6CcQg_JiDW4_30000,6.717,6.795,/m/0gvgw0,0.0780000000000002,-0x495eea63e7a4660d,-0x495eea63e7a4660d.wav,311,/m/0gvgw0,Air brake
157749,40GcfS1UTuY_30000,5.673,6.14,/m/0gvgw0,0.4669999999999996,0x231192d814416451,0x231192d814416451.wav,311,/m/0gvgw0,Air brake
140319,DmqwJ49Z2vI_50000,7.818,8.104,/m/0gvgw0,0.2859999999999996,-0x4bb5a4732bcb05e7,-0x4bb5a4732bcb05e7.wav,311,/m/0gvgw0,Air brake
895145,4tQxC_WkWFQ_30000,2.193,2.435,/m/0gvgw0,0.242,-0x3c23e285cba04b45,-0x3c23e285cba04b45.wav,311,/m/0gvgw0,Air brake
854763,86nckMbnk-w_190000,8.457,9.034,/m/0gvgw0,0.577,0x19d88ece9799b982,0x19d88ece9799b982.wav,311,/m/0gvgw0,Air brake
319962,p4zF1-4MsvQ_150000,6.975,7.286,/m/0gvgw0,0.3109999999999999,-0x496045fceefbc1a8,-0x496045fceefbc1a8.wav,311,/m/0gvgw0,Air brake
931254,7Ky8z14oyfw_30000,8.669,8.969,/m/0gvgw0,0.2999999999999989,-0x7387e999ae8f15f8,-0x7387e999ae8f15f8.wav,311,/m/0gvgw0,Air brake
888241,4hSZjooCQhg_30000,7.213,7.914,/m/0gvgw0,0.7009999999999996,-0x3666acc03cf8a5ad,-0x3666acc03cf8a5ad.wav,311,/m/0gvgw0,Air brake
33229,Ru0GDcId1i8_30000,8.65,8.828,/m/0gvgw0,0.177999999999999,-0x2cf544e458de27a0,-0x2cf544e458de27a0.wav,311,/m/0gvgw0,Air brake
